game_id	period_id	category	team_value	opponent_value
3939620	1st Half	Time of Possession	530	670
3939620	1st Half	Scoring Time of Possession	252	292
3939620	1st Half	Times Took Lead	1	1
3939620	1st Half	Largest Lead	0	0
3939620	1st Half	Time of Largest Lead	-	-
3939620	1st Half	Bench Pts	8	5
3939620	1st Half	Times Tied Score	1	1
3939620	1st Half	2nd Chance Pts	5	3
3939620	1st Half	Pts off TO	8	10
3939620	1st Half	Fastbreak Pts	""	""
3939620	1st Half	Pts in Paint	""	""
3939620	2nd Half	Time of Possession	623	556
3939620	2nd Half	Scoring Time of Possession	255	314
3939620	2nd Half	Times Took Lead	3	4
3939620	2nd Half	Largest Lead	0	0
3939620	2nd Half	Time of Largest Lead	-	-
3939620	2nd Half	Bench Pts	5	4
3939620	2nd Half	Times Tied Score	4	8
3939620	2nd Half	2nd Chance Pts	2	6
3939620	2nd Half	Pts off TO	0	6
3939620	2nd Half	Fastbreak Pts	""	""
3939620	2nd Half	Pts in Paint	""	""
3939620	1st OT	Time of Possession	136	164
3939620	1st OT	Scoring Time of Possession	83	104
3939620	1st OT	Times Took Lead	2	1
3939620	1st OT	Largest Lead	0	0
3939620	1st OT	Time of Largest Lead	-	-
3939620	1st OT	Bench Pts	6	3
3939620	1st OT	Times Tied Score	1	2
3939620	1st OT	2nd Chance Pts	6	3
3939620	1st OT	Pts off TO	0	2
3939620	1st OT	Fastbreak Pts	""	""
3939620	1st OT	Pts in Paint	""	""
3939620	Game Stats	Time of Possession	1,289	1,390
3939620	Game Stats	Scoring Time of Possession	590	710
3939620	Game Stats	Times Took Lead	6	6
3939620	Game Stats	Largest Lead	10	5
3939620	Game Stats	Time of Largest Lead		
3939620	Game Stats	Bench Pts	19	12
3939620	Game Stats	Times Tied Score	6	11
3939620	Game Stats	2nd Chance Pts	13	12
3939620	Game Stats	Pts off TO	8	18
3939620	Game Stats	Fastbreak Pts		
3939620	Game Stats	Pts in Paint		
3941066	1st Half	Time of Possession	647	553
3941066	1st Half	Scoring Time of Possession	231	228
3941066	1st Half	Times Took Lead	4	4
3941066	1st Half	Largest Lead	0	0
3941066	1st Half	Time of Largest Lead	-	-
3941066	1st Half	Bench Pts	8	16
3941066	1st Half	Times Tied Score	3	2
3941066	1st Half	2nd Chance Pts	4	2
3941066	1st Half	Pts off TO	9	2
3941066	1st Half	Fastbreak Pts	""	""
3941066	1st Half	Pts in Paint	""	""
3941066	2nd Half	Time of Possession	614	586
3941066	2nd Half	Scoring Time of Possession	228	203
3941066	2nd Half	Times Took Lead	1	1
3941066	2nd Half	Largest Lead	0	0
3941066	2nd Half	Time of Largest Lead	-	-
3941066	2nd Half	Bench Pts	0	10
3941066	2nd Half	Times Tied Score	1	1
3941066	2nd Half	2nd Chance Pts	3	1
3941066	2nd Half	Pts off TO	5	5
3941066	2nd Half	Fastbreak Pts	""	""
3941066	2nd Half	Pts in Paint	""	""
3941066	Game Stats	Time of Possession	1,261	1,139
3941066	Game Stats	Scoring Time of Possession	459	431
3941066	Game Stats	Times Took Lead	5	5
3941066	Game Stats	Largest Lead	7	11
3941066	Game Stats	Time of Largest Lead		
3941066	Game Stats	Bench Pts	8	26
3941066	Game Stats	Times Tied Score	4	3
3941066	Game Stats	2nd Chance Pts	7	3
3941066	Game Stats	Pts off TO	14	7
3941066	Game Stats	Fastbreak Pts		
3941066	Game Stats	Pts in Paint		
3941094	1st Half	Time of Possession	474	726
3941094	1st Half	Scoring Time of Possession	221	272
3941094	1st Half	Times Took Lead	0	0
3941094	1st Half	Largest Lead	0	""
3941094	1st Half	Time of Largest Lead	-	""
3941094	1st Half	Bench Pts	7	0
3941094	1st Half	Times Tied Score	0	0
3941094	1st Half	2nd Chance Pts	6	13
3941094	1st Half	Pts off TO	9	4
3941094	1st Half	Fastbreak Pts	""	""
3941094	1st Half	Pts in Paint	""	""
3941094	2nd Half	Time of Possession	615	585
3941094	2nd Half	Scoring Time of Possession	250	307
3941094	2nd Half	Times Took Lead	0	0
3941094	2nd Half	Largest Lead	0	""
3941094	2nd Half	Time of Largest Lead	-	""
3941094	2nd Half	Bench Pts	12	4
3941094	2nd Half	Times Tied Score	0	0
3941094	2nd Half	2nd Chance Pts	5	3
3941094	2nd Half	Pts off TO	12	10
3941094	2nd Half	Fastbreak Pts	""	""
3941094	2nd Half	Pts in Paint	""	""
3941094	Game Stats	Time of Possession	1,089	1,311
3941094	Game Stats	Scoring Time of Possession	471	579
3941094	Game Stats	Times Took Lead		
3941094	Game Stats	Largest Lead	21	
3941094	Game Stats	Time of Largest Lead		
3941094	Game Stats	Bench Pts	19	4
3941094	Game Stats	Times Tied Score		
3941094	Game Stats	2nd Chance Pts	11	16
3941094	Game Stats	Pts off TO	21	14
3941094	Game Stats	Fastbreak Pts		
3941094	Game Stats	Pts in Paint		
3941124	1st Half	Time of Possession	628	572
3941124	1st Half	Scoring Time of Possession	281	292
3941124	1st Half	Times Took Lead	5	5
3941124	1st Half	Largest Lead	0	0
3941124	1st Half	Time of Largest Lead	-	-
3941124	1st Half	Bench Pts	7	21
3941124	1st Half	Times Tied Score	8	4
3941124	1st Half	2nd Chance Pts	4	3
3941124	1st Half	Pts off TO	12	2
3941124	1st Half	Fastbreak Pts	""	""
3941124	1st Half	Pts in Paint	""	""
3941124	2nd Half	Time of Possession	686	503
3941124	2nd Half	Scoring Time of Possession	374	183
3941124	2nd Half	Times Took Lead	1	0
3941124	2nd Half	Largest Lead	0	0
3941124	2nd Half	Time of Largest Lead	-	-
3941124	2nd Half	Bench Pts	5	19
3941124	2nd Half	Times Tied Score	1	0
3941124	2nd Half	2nd Chance Pts	7	3
3941124	2nd Half	Pts off TO	4	12
3941124	2nd Half	Fastbreak Pts	""	""
3941124	2nd Half	Pts in Paint	""	""
3941124	Game Stats	Time of Possession	1,314	1,075
3941124	Game Stats	Scoring Time of Possession	655	475
3941124	Game Stats	Times Took Lead	6	5
3941124	Game Stats	Largest Lead	17	4
3941124	Game Stats	Time of Largest Lead		
3941124	Game Stats	Bench Pts	12	40
3941124	Game Stats	Times Tied Score	9	4
3941124	Game Stats	2nd Chance Pts	11	6
3941124	Game Stats	Pts off TO	16	14
3941124	Game Stats	Fastbreak Pts		
3941124	Game Stats	Pts in Paint		
3941132	1st Half	Time of Possession	602	598
3941132	1st Half	Scoring Time of Possession	281	274
3941132	1st Half	Times Took Lead	2	1
3941132	1st Half	Largest Lead	0	0
3941132	1st Half	Time of Largest Lead	-	-
3941132	1st Half	Bench Pts	6	10
