game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
3948488	1st Half	0	Kean	10	29	6	13	3	5	29	8	11	19	8	8	1	1	16	""
3948488	1st Half	1	Columbia	17	36	4	17	10	20	48	14	13	27	10	5	3	5	9	""
3948488	2nd Half	0	Kean	10	28	3	13	10	13	33	3	10	13	4	12	3	0	11	""
3948488	2nd Half	1	Columbia	22	44	12	29	3	8	59	16	17	33	13	9	7	5	12	""
3948488	Game Stats	0	Kean	20	57	9/	26/	13	18	62	11	21	32	12/	20	4	1/	27/	3/
3948488	Game Stats	1	Columbia	39/	80/	16/	46/	13	28	107/	30	30	60/	23	14	10	10	21	 
3948515	1st Half	0	Minn.-Morris	10	28	2	8	2	7	24	3	10	13	6	12	5	0	8	""
3948515	1st Half	1	North Dakota	20	37	1	9	4	5	45	8	19	27	8	8	5	2	8	""
3948515	2nd Half	0	Minn.-Morris	19	46	6	16	1	5	45	10	14	24	8	3	2	1	14	""
3948515	2nd Half	1	North Dakota	19	34	3	8	13	21	54	5	20	25	11	3	2	4	9	""
3948515	Game Stats	0	Minn.-Morris	29/	74/	8/	24	3	12	69	13	24	37/	14	15	7	1	22	 
3948515	Game Stats	1	North Dakota	39	71	4	17	17	26	99	13	39	52/	19	11	7	6	17	 
3948557	1st Half	0	Jacksonville St.	14	33	2	9	2	2	32	7	6	13	5	6	4	1	12	""
3948557	1st Half	1	Central Mich.	12	24	5	12	14	16	43	7	12	19	5	8	2	1	5	""
3948557	2nd Half	0	Jacksonville St.	18	38	4	10	11	14	51	9	12	21	5	2	3	0	14	""
3948557	2nd Half	1	Central Mich.	13	24	3	7	17	25	46	3	12	15	3	5	2	2	10	""
3948557	Game Stats	0	Jacksonville St.	32	71	6	19	13	16	83	16	18	34	10	8	7	1	26	1
3948557	Game Stats	1	Central Mich.	25	48	8	19	31/	41/	89	10	24	34	8	13	4	3	15	 
3948595	1st Half	0	South Dakota	12	29	5	13	3	5	32	3	15	18	9	6	2	3	8	""
3948595	1st Half	1	Wright St.	11	28	5	11	3	5	30	1	16	17	7	6	3	2	8	""
3948595	2nd Half	0	South Dakota	11	27	3	11	12	18	37	5	16	21	5	9	0	1	15	""
3948595	2nd Half	1	Wright St.	13	29	5	13	16	20	47	3	11	14	8	3	4	1	12	""
3948595	Game Stats	0	South Dakota	23	56	8	24	15	23	69	8	32	40	14	15	2	4	23	1
3948595	Game Stats	1	Wright St.	24	57	10	24	19	25	77	5	29	34	15	10	7	3	20	 
