game_id	period_id	category	team_value	opponent_value
3948488	1st Half	Time of Possession	607	593
3948488	1st Half	Scoring Time of Possession	219	396
3948488	1st Half	Times Took Lead	1	2
3948488	1st Half	Largest Lead	0	0
3948488	1st Half	Time of Largest Lead	-	-
3948488	1st Half	Bench Pts	9	25
3948488	1st Half	Times Tied Score	2	0
3948488	1st Half	2nd Chance Pts	6	14
3948488	1st Half	Pts off TO	0	11
3948488	1st Half	Fastbreak Pts	2	2
3948488	1st Half	Pts in Paint	8	24
3948488	2nd Half	Time of Possession	634	566
3948488	2nd Half	Scoring Time of Possession	123	335
3948488	2nd Half	Times Took Lead	0	0
3948488	2nd Half	Largest Lead	0	0
3948488	2nd Half	Time of Largest Lead	-	-
3948488	2nd Half	Bench Pts	23	40
3948488	2nd Half	Times Tied Score	0	0
3948488	2nd Half	2nd Chance Pts	0	17
3948488	2nd Half	Pts off TO	9	17
3948488	2nd Half	Fastbreak Pts	0	4
3948488	2nd Half	Pts in Paint	14	20
3948488	Game Stats	Time of Possession	1,241	1,159
3948488	Game Stats	Scoring Time of Possession	342	731
3948488	Game Stats	Times Took Lead	1	2
3948488	Game Stats	Largest Lead	2	48
3948488	Game Stats	Time of Largest Lead		
3948488	Game Stats	Bench Pts	32	65
3948488	Game Stats	Times Tied Score	2	
3948488	Game Stats	2nd Chance Pts	6	31
3948488	Game Stats	Pts off TO	9	28
3948488	Game Stats	Fastbreak Pts	2	6
3948488	Game Stats	Pts in Paint	22	44
3948515	1st Half	Time of Possession	589	611
3948515	1st Half	Scoring Time of Possession	170	348
3948515	1st Half	Times Took Lead	0	0
3948515	1st Half	Largest Lead	""	0
3948515	1st Half	Time of Largest Lead	""	-
3948515	1st Half	Bench Pts	9	10
3948515	1st Half	Times Tied Score	0	0
3948515	1st Half	2nd Chance Pts	0	10
3948515	1st Half	Pts off TO	7	15
3948515	1st Half	Fastbreak Pts	""	""
3948515	1st Half	Pts in Paint	""	""
3948515	2nd Half	Time of Possession	662	538
3948515	2nd Half	Scoring Time of Possession	335	302
3948515	2nd Half	Times Took Lead	0	0
3948515	2nd Half	Largest Lead	""	0
3948515	2nd Half	Time of Largest Lead	""	-
3948515	2nd Half	Bench Pts	32	13
3948515	2nd Half	Times Tied Score	0	0
3948515	2nd Half	2nd Chance Pts	12	1
3948515	2nd Half	Pts off TO	0	3
3948515	2nd Half	Fastbreak Pts	""	""
3948515	2nd Half	Pts in Paint	""	""
3948515	Game Stats	Time of Possession	1,251	1,149
3948515	Game Stats	Scoring Time of Possession	505	650
3948515	Game Stats	Times Took Lead		
3948515	Game Stats	Largest Lead	39	
3948515	Game Stats	Time of Largest Lead		
3948515	Game Stats	Bench Pts	41	23
3948515	Game Stats	Times Tied Score		
3948515	Game Stats	2nd Chance Pts	12	11
3948515	Game Stats	Pts off TO	7	18
3948515	Game Stats	Fastbreak Pts		
3948515	Game Stats	Pts in Paint		
3948557	1st Half	Time of Possession	667	533
3948557	1st Half	Scoring Time of Possession	238	303
3948557	1st Half	Times Took Lead	3	3
3948557	1st Half	Largest Lead	0	0
3948557	1st Half	Time of Largest Lead	-	-
3948557	1st Half	Bench Pts	7	11
3948557	1st Half	Times Tied Score	1	0
3948557	1st Half	2nd Chance Pts	6	7
3948557	1st Half	Pts off TO	4	5
3948557	1st Half	Fastbreak Pts	4	2
3948557	1st Half	Pts in Paint	14	14
3948557	2nd Half	Time of Possession	597	603
3948557	2nd Half	Scoring Time of Possession	332	282
3948557	2nd Half	Times Took Lead	0	0
3948557	2nd Half	Largest Lead	0	0
3948557	2nd Half	Time of Largest Lead	-	-
3948557	2nd Half	Bench Pts	16	3
3948557	2nd Half	Times Tied Score	0	0
3948557	2nd Half	2nd Chance Pts	14	1
3948557	2nd Half	Pts off TO	6	5
3948557	2nd Half	Fastbreak Pts	8	4
3948557	2nd Half	Pts in Paint	26	20
3948557	Game Stats	Time of Possession	1,264	1,136
3948557	Game Stats	Scoring Time of Possession	570	585
3948557	Game Stats	Times Took Lead	3	3
3948557	Game Stats	Largest Lead	2	19
3948557	Game Stats	Time of Largest Lead		
3948557	Game Stats	Bench Pts	23	14
3948557	Game Stats	Times Tied Score	1	
3948557	Game Stats	2nd Chance Pts	20	8
3948557	Game Stats	Pts off TO	10	10
3948557	Game Stats	Fastbreak Pts	12	6
3948557	Game Stats	Pts in Paint	40	34
3948595	1st Half	Time of Possession	0	0
3948595	1st Half	Scoring Time of Possession	8,634	8,691
3948595	1st Half	Times Took Lead	3	3
3948595	1st Half	Largest Lead	6	4
3948595	1st Half	Time of Largest Lead	1st-05:05	1st-17:22
3948595	1st Half	Bench Pts	5	12
3948595	1st Half	Times Tied Score	2	0
3948595	1st Half	2nd Chance Pts	2	0
3948595	1st Half	Pts off TO	5	5
3948595	1st Half	Fastbreak Pts	0	0
3948595	1st Half	Pts in Paint	12	8
3948595	2nd Half	Time of Possession	0	0
3948595	2nd Half	Scoring Time of Possession	13,158	13,575
3948595	2nd Half	Times Took Lead	0	1
3948595	2nd Half	Largest Lead	9	13
3948595	2nd Half	Time of Largest Lead	2nd-17:31	2nd-05:11
3948595	2nd Half	Bench Pts	2	23
3948595	2nd Half	Times Tied Score	0	1
3948595	2nd Half	2nd Chance Pts	5	2
3948595	2nd Half	Pts off TO	3	8
3948595	2nd Half	Fastbreak Pts	0	0
3948595	2nd Half	Pts in Paint	14	8
3948595	Game Stats	Time of Possession		
3948595	Game Stats	Scoring Time of Possession		
3948595	Game Stats	Times Took Lead	3	4
3948595	Game Stats	Largest Lead	9	13
3948595	Game Stats	Time of Largest Lead		
3948595	Game Stats	Bench Pts	7	35
3948595	Game Stats	Times Tied Score	2	1
3948595	Game Stats	2nd Chance Pts	7	2
3948595	Game Stats	Pts off TO	8	13
3948595	Game Stats	Fastbreak Pts		
3948595	Game Stats	Pts in Paint	26	16
3948672	1st Half	Time of Possession	630	570
3948672	1st Half	Scoring Time of Possession	230	165
3948672	1st Half	Times Took Lead	0	0
3948672	1st Half	Largest Lead	0	0
3948672	1st Half	Time of Largest Lead	-	-
3948672	1st Half	Bench Pts	2	7
3948672	1st Half	Times Tied Score	0	0
3948672	1st Half	2nd Chance Pts	2	0
3948672	1st Half	Pts off TO	11	2
3948672	1st Half	Fastbreak Pts	0	4
3948672	1st Half	Pts in Paint	10	12
3948672	2nd Half	Time of Possession	621	579
3948672	2nd Half	Scoring Time of Possession	261	188
3948672	2nd Half	Times Took Lead	1	1
3948672	2nd Half	Largest Lead	0	0
3948672	2nd Half	Time of Largest Lead	-	-
3948672	2nd Half	Bench Pts	17	0
3948672	2nd Half	Times Tied Score	0	0
3948672	2nd Half	2nd Chance Pts	4	4
3948672	2nd Half	Pts off TO	9	13
3948672	2nd Half	Fastbreak Pts	2	6
3948672	2nd Half	Pts in Paint	16	20
3948672	Game Stats	Time of Possession	1,251	1,149
3948672	Game Stats	Scoring Time of Possession	491	353
3948672	Game Stats	Times Took Lead	1	1
3948672	Game Stats	Largest Lead	16	3
3948672	Game Stats	Time of Largest Lead		
3948672	Game Stats	Bench Pts	19	7
3948672	Game Stats	Times Tied Score		
3948672	Game Stats	2nd Chance Pts	6	4
3948672	Game Stats	Pts off TO	20	15
3948672	Game Stats	Fastbreak Pts	2	10
3948672	Game Stats	Pts in Paint	26	32
3948704	1st Half	Time of Possession	699	501
3948704	1st Half	Scoring Time of Possession	180	273
3948704	1st Half	Times Took Lead	0	1
3948704	1st Half	Largest Lead	0	0
3948704	1st Half	Time of Largest Lead	-	-
3948704	1st Half	Bench Pts	2	14
3948704	1st Half	Times Tied Score	1	1
3948704	1st Half	2nd Chance Pts	4	8
3948704	1st Half	Pts off TO	4	7
3948704	1st Half	Fastbreak Pts	4	10
3948704	1st Half	Pts in Paint	10	20
3948704	2nd Half	Time of Possession	623	577
3948704	2nd Half	Scoring Time of Possession	326	265
3948704	2nd Half	Times Took Lead	0	0
3948704	2nd Half	Largest Lead	0	0
3948704	2nd Half	Time of Largest Lead	-	-
3948704	2nd Half	Bench Pts	6	12
3948704	2nd Half	Times Tied Score	0	0
3948704	2nd Half	2nd Chance Pts	0	7
3948704	2nd Half	Pts off TO	7	5
3948704	2nd Half	Fastbreak Pts	3	4
3948704	2nd Half	Pts in Paint	10	18
3948704	Game Stats	Time of Possession	1,322	1,078
3948704	Game Stats	Scoring Time of Possession	506	538
3948704	Game Stats	Times Took Lead	1	
3948704	Game Stats	Largest Lead	2	31
3948704	Game Stats	Time of Largest Lead		
3948704	Game Stats	Bench Pts	8	26
3948704	Game Stats	Times Tied Score	1	1
3948704	Game Stats	2nd Chance Pts	4	15
3948704	Game Stats	Pts off TO	11	12
3948704	Game Stats	Fastbreak Pts	7	14
3948704	Game Stats	Pts in Paint	20	38
3948721	1st Half	Time of Possession	688	512
3948721	1st Half	Scoring Time of Possession	0	0
3948721	1st Half	Times Took Lead	0	1
3948721	1st Half	Largest Lead	2	26
3948721	1st Half	Time of Largest Lead	1st-19:49	1st-04:07
3948721	1st Half	Bench Pts	2	4
3948721	1st Half	Times Tied Score	0	1
3948721	1st Half	2nd Chance Pts	3	2
3948721	1st Half	Pts off TO	2	11
3948721	1st Half	Fastbreak Pts	2	2
3948721	1st Half	Pts in Paint	10	16
3948721	2nd Half	Time of Possession	590	598
3948721	2nd Half	Scoring Time of Possession	0	0
3948721	2nd Half	Times Took Lead	0	0
3948721	2nd Half	Largest Lead	0	36
3948721	2nd Half	Time of Largest Lead	-	2nd-00:17
3948721	2nd Half	Bench Pts	8	20
3948721	2nd Half	Times Tied Score	0	0
3948721	2nd Half	2nd Chance Pts	10	2
3948721	2nd Half	Pts off TO	0	2
3948721	2nd Half	Fastbreak Pts	0	2
3948721	2nd Half	Pts in Paint	12	12
3948721	Game Stats	Time of Possession	1,278	1,110
3948721	Game Stats	Scoring Time of Possession		
3948721	Game Stats	Times Took Lead	1	
3948721	Game Stats	Largest Lead	2	36
3948721	Game Stats	Time of Largest Lead		
3948721	Game Stats	Bench Pts	10	24
3948721	Game Stats	Times Tied Score	1	
3948721	Game Stats	2nd Chance Pts	13	4
3948721	Game Stats	Pts off TO	2	13
3948721	Game Stats	Fastbreak Pts	2	4
3948721	Game Stats	Pts in Paint	22	28
3948723	1st Half	Time of Possession	644	556
3948723	1st Half	Scoring Time of Possession	72	176
3948723	1st Half	Times Took Lead	1	1
3948723	1st Half	Largest Lead	0	0
3948723	1st Half	Time of Largest Lead	-	-
3948723	1st Half	Bench Pts	1	7
3948723	1st Half	Times Tied Score	0	0
3948723	1st Half	2nd Chance Pts	0	2
3948723	1st Half	Pts off TO	6	7
3948723	1st Half	Fastbreak Pts	""	""
3948723	1st Half	Pts in Paint	""	""
3948723	2nd Half	Time of Possession	476	724
3948723	2nd Half	Scoring Time of Possession	209	232
3948723	2nd Half	Times Took Lead	0	0
3948723	2nd Half	Largest Lead	0	0
3948723	2nd Half	Time of Largest Lead	-	-
3948723	2nd Half	Bench Pts	4	5
3948723	2nd Half	Times Tied Score	0	0
3948723	2nd Half	2nd Chance Pts	8	2
3948723	2nd Half	Pts off TO	15	0
3948723	2nd Half	Fastbreak Pts	""	""
3948723	2nd Half	Pts in Paint	""	""
3948723	Game Stats	Time of Possession	1,280	1,120
3948723	Game Stats	Scoring Time of Possession	408	281
3948723	Game Stats	Times Took Lead	1	1
3948723	Game Stats	Largest Lead	20	1
3948723	Game Stats	Time of Largest Lead		
3948723	Game Stats	Bench Pts	12	5
3948723	Game Stats	Times Tied Score		
3948723	Game Stats	2nd Chance Pts	4	8
3948723	Game Stats	Pts off TO	7	21
3948723	Game Stats	Fastbreak Pts		
3948723	Game Stats	Pts in Paint		
3948728	1st Half	Time of Possession	587	613
3948728	1st Half	Scoring Time of Possession	170	369
3948728	1st Half	Times Took Lead	0	0
3948728	1st Half	Largest Lead	""	0
3948728	1st Half	Time of Largest Lead	""	-
3948728	1st Half	Bench Pts	4	13
3948728	1st Half	Times Tied Score	0	0
3948728	1st Half	2nd Chance Pts	3	9
3948728	1st Half	Pts off TO	2	7
3948728	1st Half	Fastbreak Pts	6	5
3948728	1st Half	Pts in Paint	6	20
3948728	2nd Half	Time of Possession	617	583
3948728	2nd Half	Scoring Time of Possession	237	243
3948728	2nd Half	Times Took Lead	0	0
3948728	2nd Half	Largest Lead	""	0
3948728	2nd Half	Time of Largest Lead	""	-
3948728	2nd Half	Bench Pts	11	14
3948728	2nd Half	Times Tied Score	0	0
3948728	2nd Half	2nd Chance Pts	4	5
3948728	2nd Half	Pts off TO	4	8
3948728	2nd Half	Fastbreak Pts	3	12
3948728	2nd Half	Pts in Paint	10	21
3948728	Game Stats	Time of Possession	1,204	1,196
3948728	Game Stats	Scoring Time of Possession	407	612
3948728	Game Stats	Times Took Lead		
3948728	Game Stats	Largest Lead	44	
3948728	Game Stats	Time of Largest Lead		
3948728	Game Stats	Bench Pts	15	27
3948728	Game Stats	Times Tied Score		
3948728	Game Stats	2nd Chance Pts	7	14
3948728	Game Stats	Pts off TO	6	15
3948728	Game Stats	Fastbreak Pts	9	17
3948728	Game Stats	Pts in Paint	16	41
3948729	1st Half	Time of Possession	545	655
3948729	1st Half	Scoring Time of Possession	220	316
3948729	1st Half	Times Took Lead	5	5
3948729	1st Half	Largest Lead	0	0
3948729	1st Half	Time of Largest Lead	-	-
3948729	1st Half	Bench Pts	30	20
3948729	1st Half	Times Tied Score	2	2
3948729	1st Half	2nd Chance Pts	0	15
3948729	1st Half	Pts off TO	10	16
3948729	1st Half	Fastbreak Pts	""	""
3948729	1st Half	Pts in Paint	""	""
3948729	2nd Half	Time of Possession	665	534
3948729	2nd Half	Scoring Time of Possession	183	310
3948729	2nd Half	Times Took Lead	0	0
3948729	2nd Half	Largest Lead	0	0
3948729	2nd Half	Time of Largest Lead	-	-
3948729	2nd Half	Bench Pts	9	42
3948729	2nd Half	Times Tied Score	0	0
3948729	2nd Half	2nd Chance Pts	10	4
3948729	2nd Half	Pts off TO	2	19
3948729	2nd Half	Fastbreak Pts	""	""
3948729	2nd Half	Pts in Paint	""	""
3948729	Game Stats	Time of Possession	1,210	1,189
3948729	Game Stats	Scoring Time of Possession	403	626
3948729	Game Stats	Times Took Lead	5	5
3948729	Game Stats	Largest Lead	3	31
3948729	Game Stats	Time of Largest Lead		
3948729	Game Stats	Bench Pts	39	62
3948729	Game Stats	Times Tied Score	2	2
3948729	Game Stats	2nd Chance Pts	10	19
3948729	Game Stats	Pts off TO	12	35
3948729	Game Stats	Fastbreak Pts		
3948729	Game Stats	Pts in Paint		
3948736	1st Half	Time of Possession	693	507
3948736	1st Half	Scoring Time of Possession	315	224
3948736	1st Half	Times Took Lead	2	2
3948736	1st Half	Largest Lead	0	0
3948736	1st Half	Time of Largest Lead	-	-
3948736	1st Half	Bench Pts	9	4
3948736	1st Half	Times Tied Score	5	2
3948736	1st Half	2nd Chance Pts	9	2
3948736	1st Half	Pts off TO	4	6
3948736	1st Half	Fastbreak Pts	4	2
3948736	1st Half	Pts in Paint	16	18
3948736	2nd Half	Time of Possession	671	527
3948736	2nd Half	Scoring Time of Possession	378	326
3948736	2nd Half	Times Took Lead	2	2
3948736	2nd Half	Largest Lead	0	0
3948736	2nd Half	Time of Largest Lead	-	-
3948736	2nd Half	Bench Pts	11	9
3948736	2nd Half	Times Tied Score	4	4
3948736	2nd Half	2nd Chance Pts	8	7
3948736	2nd Half	Pts off TO	8	4
3948736	2nd Half	Fastbreak Pts	2	6
3948736	2nd Half	Pts in Paint	24	24
3948736	Game Stats	Time of Possession	1,364	1,034
3948736	Game Stats	Scoring Time of Possession	693	550
3948736	Game Stats	Times Took Lead	4	4
3948736	Game Stats	Largest Lead	3	10
3948736	Game Stats	Time of Largest Lead		
3948736	Game Stats	Bench Pts	20	13
3948736	Game Stats	Times Tied Score	9	6
3948736	Game Stats	2nd Chance Pts	17	9
3948736	Game Stats	Pts off TO	12	10
3948736	Game Stats	Fastbreak Pts	6	8
3948736	Game Stats	Pts in Paint	40	42
3948738	1st Half	Time of Possession	654	546
3948738	1st Half	Scoring Time of Possession	186	334
3948738	1st Half	Times Took Lead	0	0
3948738	1st Half	Largest Lead	""	0
3948738	1st Half	Time of Largest Lead	""	-
3948738	1st Half	Bench Pts	11	16
3948738	1st Half	Times Tied Score	1	0
3948738	1st Half	2nd Chance Pts	6	5
3948738	1st Half	Pts off TO	4	11
3948738	1st Half	Fastbreak Pts	3	8
3948738	1st Half	Pts in Paint	10	24
3948738	2nd Half	Time of Possession	540	660
3948738	2nd Half	Scoring Time of Possession	202	377
3948738	2nd Half	Times Took Lead	0	0
3948738	2nd Half	Largest Lead	""	0
3948738	2nd Half	Time of Largest Lead	""	-
3948738	2nd Half	Bench Pts	2	18
3948738	2nd Half	Times Tied Score	0	0
3948738	2nd Half	2nd Chance Pts	4	5
3948738	2nd Half	Pts off TO	9	6
3948738	2nd Half	Fastbreak Pts	7	8
3948738	2nd Half	Pts in Paint	12	30
3948738	Game Stats	Time of Possession	1,194	1,206
3948738	Game Stats	Scoring Time of Possession	388	711
3948738	Game Stats	Times Took Lead		
3948738	Game Stats	Largest Lead	25	
3948738	Game Stats	Time of Largest Lead		
3948738	Game Stats	Bench Pts	13	34
3948738	Game Stats	Times Tied Score	1	
3948738	Game Stats	2nd Chance Pts	10	10
3948738	Game Stats	Pts off TO	13	17
3948738	Game Stats	Fastbreak Pts	10	16
3948738	Game Stats	Pts in Paint	22	54
3948743	1st Half	Time of Possession	673	527
3948743	1st Half	Scoring Time of Possession	236	269
3948743	1st Half	Times Took Lead	1	1
3948743	1st Half	Largest Lead	0	0
3948743	1st Half	Time of Largest Lead	-	-
3948743	1st Half	Bench Pts	0	6
3948743	1st Half	Times Tied Score	2	0
3948743	1st Half	2nd Chance Pts	4	7
3948743	1st Half	Pts off TO	4	10
3948743	1st Half	Fastbreak Pts	0	4
3948743	1st Half	Pts in Paint	12	22
3948743	2nd Half	Time of Possession	614	586
3948743	2nd Half	Scoring Time of Possession	288	338
3948743	2nd Half	Times Took Lead	0	0
3948743	2nd Half	Largest Lead	0	0
3948743	2nd Half	Time of Largest Lead	-	-
3948743	2nd Half	Bench Pts	9	12
3948743	2nd Half	Times Tied Score	0	0
3948743	2nd Half	2nd Chance Pts	13	5
3948743	2nd Half	Pts off TO	8	11
3948743	2nd Half	Fastbreak Pts	8	2
3948743	2nd Half	Pts in Paint	20	22
3948743	Game Stats	Time of Possession	1,287	1,113
3948743	Game Stats	Scoring Time of Possession	524	607
3948743	Game Stats	Times Took Lead	1	1
3948743	Game Stats	Largest Lead	2	29
3948743	Game Stats	Time of Largest Lead		
3948743	Game Stats	Bench Pts	9	18
3948743	Game Stats	Times Tied Score	2	
3948743	Game Stats	2nd Chance Pts	17	12
3948743	Game Stats	Pts off TO	12	21
3948743	Game Stats	Fastbreak Pts	8	6
3948743	Game Stats	Pts in Paint	32	44
3948748	1st Half	Time of Possession	604	596
3948748	1st Half	Scoring Time of Possession	239	352
3948748	1st Half	Times Took Lead	5	5
3948748	1st Half	Largest Lead	0	0
3948748	1st Half	Time of Largest Lead	-	-
3948748	1st Half	Bench Pts	9	9
3948748	1st Half	Times Tied Score	2	1
3948748	1st Half	2nd Chance Pts	2	2
3948748	1st Half	Pts off TO	10	5
3948748	1st Half	Fastbreak Pts	2	2
3948748	1st Half	Pts in Paint	8	20
3948748	2nd Half	Time of Possession	544	656
3948748	2nd Half	Scoring Time of Possession	232	408
3948748	2nd Half	Times Took Lead	0	0
3948748	2nd Half	Largest Lead	0	0
3948748	2nd Half	Time of Largest Lead	-	-
3948748	2nd Half	Bench Pts	5	16
3948748	2nd Half	Times Tied Score	0	0
3948748	2nd Half	2nd Chance Pts	4	8
3948748	2nd Half	Pts off TO	5	9
3948748	2nd Half	Fastbreak Pts	0	4
3948748	2nd Half	Pts in Paint	14	28
3948748	Game Stats	Time of Possession	1,148	1,252
3948748	Game Stats	Scoring Time of Possession	471	760
3948748	Game Stats	Times Took Lead	5	5
3948748	Game Stats	Largest Lead	3	17
3948748	Game Stats	Time of Largest Lead		
3948748	Game Stats	Bench Pts	14	25
3948748	Game Stats	Times Tied Score	2	1
3948748	Game Stats	2nd Chance Pts	6	10
3948748	Game Stats	Pts off TO	15	14
